usuario,contrasena,nombre,correo,paisOrigen,necesidadesEspecialesEducación,genero,estadoCivil,prestamo,beca,desplazado,totalCreditos
jpiser2b,pC6zb=x0Us/cxbA,Juliane Piser,jpiser2b@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
kcrummie2c,zA6NbdhNq$=0E,Karney Crummie,kcrummie2c@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,6.0
lchesterfield2d,iT6puP%4fjUT,Llewellyn Chesterfield,lchesterfield2d@edu.com,Portugal,No,Femenino,Soltero,No,No,No,6.0
pruler2e,yZ4Lpjq9#?6Y,Pail Ruler,pruler2e@edu.com,Portugal,No,Femenino,Soltero,No,No,No,6.0
ebeedham2f,uT6Pr4zu#&N>O,Ertha Beedham,ebeedham2f@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,6.0
syoude2g,vW8tZs=fZ,Stern Youde,syoude2g@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
vcorro2h,lB6X2t)8wTX!jn,Vern Corro,vcorro2h@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
hblogg2i,oI5_5GyGGCh(pxE,Hedy Blogg,hblogg2i@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
adaverin2j,nU48MtX,Arnaldo Daverin,adaverin2j@edu.com,Portugal,No,Femenino,Union libre,No,No,Si,0.0
grodwell2k,wX41Fl0aYPURB4,Glenn Rodwell,grodwell2k@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
lmiddlewick2l,pD1QcIM9DR\,Lindsay Middlewick,lmiddlewick2l@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
sfidge2m,mL0v{(M*xNu=p,Stephenie Fidge,sfidge2m@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
kpiell2n,iN1g2}BRyzyJAO,Kalle Piell,kpiell2n@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
gruzicka2o,bD6oU4{3,Gregoor Ruzicka,gruzicka2o@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
nmoyler2p,hV2~G4jkk6,Norris Moyler,nmoyler2p@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
kgaffey2q,cL48vk\Y!W4p,Karrah Gaffey,kgaffey2q@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
vlorence2r,jY6iUFB@nQe9VJf,Vannie Lorence,vlorence2r@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
ualexis2s,sH4/Z)FTc,Ulises Alexis,ualexis2s@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
tdeveraux2t,gH6kkrePo&j8m,Tessa Deveraux,tdeveraux2t@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
matyea2u,nT2&.i>V.%=!p,Maryanne Atyea,matyea2u@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
glatore2v,tB3U8{g6Il8h,Gwenora Latore,glatore2v@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
afrankis2w,eB2q4*3/{{P?B)S,Alberta Frankis,afrankis2w@edu.com,Portugal,Si,Femenino,Soltero,No,Si,No,0.0
thalbard2x,qM0C=%|=TCyf,Tresa Halbard,thalbard2x@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
iwhitear2y,gA8}S~IBp~C9L,Isidor Whitear,iwhitear2y@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
amegroff2z,rF5>qS7MOjt/,Artus Megroff,amegroff2z@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
awillarton30,aZ7*bX!oQD,Angel Willarton,awillarton30@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
nwooller31,jZ2yEM#3j,Nina Wooller,nwooller31@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
tcolisbe32,lF3Vm4p~El~g2|,Twyla Colisbe,tcolisbe32@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
shacquoil33,iU2vvwWzSnkS,Skipton Hacquoil,shacquoil33@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
lemma34,uF4VPyE3M,Lindon Emma,lemma34@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
lmooreed35,lY3r&mJyfP0C.?,Lizzie Mooreed,lmooreed35@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
jshowte36,iW03K{zi\erDdR0,Joy Showte,jshowte36@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
cklos37,vA3.|09Pxx=,Cristabel Klos,cklos37@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
rschoales38,qB1BeCAp!P,Reinaldos Schoales,rschoales38@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
sle39,rI4M/l6Fco5N,Salvatore Le Brun,sle39@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
vlaming3a,zM6dQ@.Je#wI!,Vivien Laming,vlaming3a@edu.com,Italia,No,Femenino,Soltero,No,No,Si,0.0
mtrousdale3b,wD0l}IB(h!t,Mair Trousdale,mtrousdale3b@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
mperse3c,xN7P1v_!G~6,Maryjo Perse,mperse3c@edu.com,Portugal,No,Femenino,Soltero,Si,Si,Si,0.0
avan3d,qI2QFyfVuza,Aveline Van Hesteren,avan3d@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
lgookey3e,jX3.M4pz,Lynne Gookey,lgookey3e@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
sdivell3f,wL69b8/ZBj?,Stephan Divell,sdivell3f@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bhayden3g,uG7EeO(7kiR~,Bucky Hayden,bhayden3g@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
mallain3h,bM3trV_qDdu,Mickie Allain,mallain3h@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
jruberti3i,qS8(9zvO(p,Jonathan Ruberti,jruberti3i@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
sandries3j,tK6.cC<PQ,Sherilyn Andries,sandries3j@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
oquantrell3k,uW1}sSe|q,Oralia Quantrell,oquantrell3k@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
abraker3l,hN3dzAP!=ofZZA4,Ariela Braker,abraker3l@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
jmatissoff3m,nS82@e2}cPVawx!,Jaine Matissoff,jmatissoff3m@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
wcheson3n,xC7fIJj<xWecZK,Wilden Cheson,wcheson3n@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
esives3o,aT6!)gQ5MlmEL,Ebony Sives,esives3o@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
vde3p,zT6ES}/Cs,Veronica de Almeida,vde3p@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
lslocumb3q,kT8CM(jy.JG,Lefty Slocumb,lslocumb3q@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
lscothorn3r,pQ0.p3t.FPu,Leicester Scothorn,lscothorn3r@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,3.0
bpennicott3s,lW1He<#&B,Beverlee Pennicott,bpennicott3s@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
dbulward3t,zC3<&(efDeXqV8g$,Darell Bulward,dbulward3t@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bscutts3u,wE5&\zXm0C|q,Britt Scutts,bscutts3u@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
sletchford3v,oN2.hamY|>1,Sherlocke Letchford,sletchford3v@edu.com,Portugal,No,Femenino,Soltero,Si,Si,No,0.0
mtheseira3w,hJ9*/KwOV#h3s(,Murry Theseira,mtheseira3w@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
rgwinn3x,rJ1=edokN6F}k=6P,Rubia Gwinn,rgwinn3x@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
pesch3y,bP1o+C|L3b,Paulette Esch,pesch3y@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
mshawyer3z,eD7B|nOU%QrA,Marcile Shawyer,mshawyer3z@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
khillburn40,nN0Wy}qX8H<.$$,Kev Hillburn,khillburn40@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
mtennewell41,nP0Ng)|<piH!sAR|,Mattheus Tennewell,mtennewell41@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
hmcdonand42,sM05FoAQgT7,Hatti McDonand,hmcdonand42@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
mlesslie43,bQ6X.l<<2O#uH,Mechelle Lesslie,mlesslie43@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
hpick44,rG8b|DYby_*f@.,Hanni Pick,hpick44@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
dmeijer45,tG63m?||x/$c,Dion Meijer,dmeijer45@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
jbrideau46,gN2mYs>~\7O8Nr0,Joyan Brideau,jbrideau46@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
dquinby47,vA5Yq9<h?,Diane Quinby,dquinby47@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
pspilisy48,bI5?kJI#1D#KO#F,Pepito Spilisy,pspilisy48@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
zlegion49,jW1dGTQ>1Vh&P2v,Zerk Legion,zlegion49@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
ggroves4a,tT0h(aXABb?Jw,Guilbert Groves,ggroves4a@edu.com,Portugal,Si,Femenino,Soltero,No,No,Si,0.0
rconichie4b,kS0vbt{XMBPv4A<.,Ricky Conichie,rconichie4b@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
gpinyon4c,gF46b*HQ=MFe$,Gerhardt Pinyon,gpinyon4c@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
jtidbold4d,pV0dC9EQ01Ko$,Jany Tidbold,jtidbold4d@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
gfrodsam4e,kY6Ri8qxIZg,Gertruda Frodsam,gfrodsam4e@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
rvallery4f,kW9$9%|ie,Renae Vallery,rvallery4f@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
ebasden4g,uL0I6l*%3\b2,Editha Basden,ebasden4g@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
ghurler4h,oS6oLCy>KI1BJ1,Gwendolyn Hurler,ghurler4h@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
jmewitt4i,kX4<ExE)!8{yxHN,Jacqueline Mewitt,jmewitt4i@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
cpoulsum4j,oI3Z=o9aa6tL,Cross Poulsum,cpoulsum4j@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
cgeipel4k,vF1f|JmLxuE,Crin Geipel,cgeipel4k@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
jriggey4l,fR2$jMsS#(xQ,Johny Riggey,jriggey4l@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
ftefft4m,aN6_C~dHN4@/k<5,Fredrika Tefft,ftefft4m@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
sbradburne4n,pL2i|j.zSbG<,Sallyanne Bradburne,sbradburne4n@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
bdhennin4o,cV6C~Qb9qwij+P,Bess Dhennin,bdhennin4o@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
ghubberstey4p,kA8x0Hv6$hq,Garold Hubberstey,ghubberstey4p@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
dmeneghelli4q,uY8p2%LbA#3C,Deloria Meneghelli,dmeneghelli4q@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
ctalbot4r,gK18bbee*1B}m@mA,Clarissa Talbot,ctalbot4r@edu.com,Portugal,No,Femenino,Soltero,No,No,No,4.0
ggravenor4s,gK5q82BK,Grethel Gravenor,ggravenor4s@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
abowlesworth4t,eL2bV!IkqQXD|,Aldus Bowlesworth,abowlesworth4t@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
rlandell4u,iD1is/3Lz,Rodie Landell,rlandell4u@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
sclatworthy4v,jN9o+Uv3*wIb2k,Son Clatworthy,sclatworthy4v@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
lclemendot4w,qN5>(d8_a=,Lyn Clemendot,lclemendot4w@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
mgreatex4x,nF0Gb}nQEn2/,Marianna Greatex,mgreatex4x@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
sfanthome4y,fO6/%om5hR!y.,Stephie Fanthome,sfanthome4y@edu.com,Portugal,Si,Femenino,Soltero,No,No,No,0.0
atuminini4z,zF6&uiwSj?{,Audrey Tuminini,atuminini4z@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ccicutto50,bZ6@YRks.,Candida Cicutto,ccicutto50@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
dsara51,lB8(b>NRu_+,Dilan Sara,dsara51@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
mkenwin52,fV7UzKP\TGzg0,Mariquilla Kenwin,mkenwin52@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
mbarff53,kT5#{RvW97uj=2,Manya Barff,mbarff53@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
gpecht54,cA5U4FjU7u)|Jy,Gertie Pecht,gpecht54@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
lmasedon55,rB9Iltb5)!.{|,Lavinie Masedon,lmasedon55@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
tcoghlin56,fO49)#6|/3z,Tiphanie Coghlin,tcoghlin56@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
epenner57,gY5@%ss~,Elena Penner,epenner57@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
asteven58,mA8RAHibX,Arleen Steven,asteven58@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
reddolls59,wO874$1#@C<z{,Reba Eddolls,reddolls59@edu.com,Portugal,No,Masculino,Soltero,Si,No,No,0.0
mlunnon5a,uA8>\=1>H,Mara Lunnon,mlunnon5a@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,0.0
dosheils5b,qS5/djeacE{u#m<,Denyse OSheils,dosheils5b@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
ceddis5c,iX2*>Si3um{{v,Cristen Eddis,ceddis5c@edu.com,Portugal,No,Masculino,Soltero,Si,No,No,0.0
vceschi5d,xR1)+k9Y{nVo/RuD,Vinson Ceschi,vceschi5d@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
twaples5e,dT6YWrQR!jY0,Tucker Waples,twaples5e@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,0.0
cdrackford5f,pI6/n{EEF>,Carmita Drackford,cdrackford5f@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,0.0
gfuggle5g,mU6wo#MrksEQCI6,Glen Fuggle,gfuggle5g@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
ljarret5h,vL43Ov.<Lb8k,Liliane Jarret,ljarret5h@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
akelso5i,pE2pwk3558l!y,Arnold Kelso,akelso5i@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
hskayman5j,nQ4C6_qvl2=kT,Hamilton Skayman,hskayman5j@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
ilappine5k,jZ9I~nq/$,Inigo Lappine,ilappine5k@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,0.0
riacoboni5l,nY4P)r{tm,Ruggiero Iacoboni,riacoboni5l@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
titzkin5m,bE3{(|q\0w,Tyne Itzkin,titzkin5m@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
nle5n,kT90ODg_<,Nev Le Strange,nle5n@edu.com,Portugal,No,Masculino,Casado,No,No,Si,0.0
fbolter5o,gP4yJE887wFu,Filbert Bolter,fbolter5o@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
nartus5p,pP7kgi.Up!_,Nadine Artus,nartus5p@edu.com,Portugal,No,Masculino,Soltero,No,Si,No,0.0
hkingsman5q,nH1Kg.X)N0,Hersh Kingsman,hkingsman5q@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
edufaire5r,mD8L|$p1x(,Editha Dufaire,edufaire5r@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
lamberger5s,aW957(WPf%765,Linette Amberger,lamberger5s@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,0.0
kmahon5t,vJ75wMi.J(!a0,Katya Mahon,kmahon5t@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,0.0
kwadeson5u,lE2=Ku\}A.(tUVPR,Karlotta Wadeson,kwadeson5u@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
ewolfit5v,vN10J4guFh~l,Ede Wolfit,ewolfit5v@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
amichelotti5w,rI0Ng#+R1Dego,Annabelle Michelotti,amichelotti5w@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
vwrankling5x,lV7DFmzl@J,Viv Wrankling,vwrankling5x@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
tparkman5y,nD4W{&?F>8{sWJmr,Taffy Parkman,tparkman5y@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,0.0
hwaple5z,wH1_3j+cE,Hillery Waple,hwaple5z@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
haynscombe60,vD3Z8Jz=3mZd,Harmon Aynscombe,haynscombe60@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
bfarnin61,iF5R7W?~B#)_m,Bastien Farnin,bfarnin61@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
vorder62,gJ7h/YR(zyLo9,Vivian Order,vorder62@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
ccowdry63,hD0<)XTtsD,Clo Cowdry,ccowdry63@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
lbonner64,bB4sNRz7?tVQp,Levy Bonner,lbonner64@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
oanthoney65,zG0@pK5b,Olivia Anthoney,oanthoney65@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
gguerreru66,kO1FKbm*Cy5/E%,Gilles Guerreru,gguerreru66@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
cberzins67,fX5t39\aNxLW1,Charity Berzins,cberzins67@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
hbaddow68,gN87\_nR3O@1MHh,Hercule Baddow,hbaddow68@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,3.0
ggemlett69,xE8RO7l#0tDW?Ti@,Gallagher Gemlett,ggemlett69@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,3.0
imollin6a,aQ91ai\P~c,Izzy Mollin,imollin6a@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,3.0
ceastam6b,vM4)X1LOV<djK=E,Correy Eastam,ceastam6b@edu.com,Portugal,No,Masculino,Soltero,Si,No,No,3.0
radshed6c,jG8SWP#j/i,Rozelle Adshed,radshed6c@edu.com,Portugal,No,Masculino,Casado,No,No,No,0.0
vhealeas6d,qM2qYR2nXayaiY.X,Vivie Healeas,vhealeas6d@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
mgolden6e,bD1}eY6+y9qw,Marlow Golden,mgolden6e@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
pdommerque6f,tV1ES+q&qdnb9,Papagena Dommerque,pdommerque6f@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
cuphill6g,pV3tyk3o*3a{|a,Clayson Uphill,cuphill6g@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
pkohnert6h,uK3dW8bi9,Pat Kohnert,pkohnert6h@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
mtweedle6i,lW19N{$2VUN,Mallorie Tweedle,mtweedle6i@edu.com,Portugal,No,Masculino,Soltero,No,Si,No,0.0
ncheyney6j,hF9DdfAwOo${{,Noble Cheyney,ncheyney6j@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,0.0
srosenshine6k,qO4tyO(J9ze,Sinclair Rosenshine,srosenshine6k@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
jguilliland6l,jJ7&Wn}Vz,Jephthah Guilliland,jguilliland6l@edu.com,Portugal,No,Masculino,Soltero,Si,No,No,0.0
sondrus6m,gA7k|TtD,Sissie Ondrus,sondrus6m@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
kdalman6n,vE5i/*m.,Kingston Dalman,kdalman6n@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,0.0
ebignall6o,kY1VC<R~Yhe0A,Esta Bignall,ebignall6o@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
pcrudginton6p,bI8o%+k9mW>yg8r,Prudence Crudginton,pcrudginton6p@edu.com,Portugal,No,Masculino,Casado,No,No,No,0.0
gmennell6q,iX1fm1@C12V,Gilbert Mennell,gmennell6q@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
gdron6r,uM93r&L39,Gabrila Dron,gdron6r@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,0.0
imilillo6s,rS32.hB4IG,Idell Milillo,imilillo6s@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
lhinchcliffe6t,sT1!..Uu75,Lowell Hinchcliffe,lhinchcliffe6t@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
bdurham6u,hX7nDZro}2#,Brandais Durham,bdurham6u@edu.com,Portugal,No,Masculino,Soltero,No,Si,No,0.0
iscampion6v,fG5YlxD5,Ignazio Scampion,iscampion6v@edu.com,Portugal,No,Masculino,Soltero,No,Si,No,0.0
sthornewell6w,sX9ztd>F,Stefano Thornewell,sthornewell6w@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,0.0
sconachy6x,lS5w+QU,Simona Conachy,sconachy6x@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
wayshford6y,mQ018fB(<T),Wallache Ayshford,wayshford6y@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
mtunnah6z,cK0#!({,Minni Tunnah,mtunnah6z@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
rmcnirlan70,kZ7lfZEKAv<\,Reggis McNirlan,rmcnirlan70@edu.com,Portugal,No,Masculino,Soltero,Si,No,No,0.0
dthistleton71,bO2xCXn1i,Deanna Thistleton,dthistleton71@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
icarlton72,cH0I~l=HUl,Ivar Carlton,icarlton72@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
karmsby73,jB3m@ZFRJK<,Klarika Armsby,karmsby73@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
kbelz74,iT8mg}m1BR%WQ=,Kain Belz,kbelz74@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,0.0
dbrownsmith75,eF1Zabe)3oze,Denni Brownsmith,dbrownsmith75@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
egovinlock76,yF7RJT*),Elsworth Govinlock,egovinlock76@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
odik77,dF2}sUGp1bTV,Orelle Dik,odik77@edu.com,Portugal,No,Masculino,Casado,No,No,No,0.0
gfilipponi78,aB9g\Jgsl,Garvey Filipponi,gfilipponi78@edu.com,Portugal,No,Masculino,Soltero,No,Si,No,3.0
dsweetland79,vQ4t$TrY$)>Jw%%,Dorine Sweetland,dsweetland79@edu.com,Portugal,No,Masculino,Soltero,No,No,No,3.0
sorrow7a,uB6WwQG<_wsYI,Sybilla Orrow,sorrow7a@edu.com,Portugal,No,Masculino,Soltero,No,No,No,3.0
gsidden7b,rN3{c@s.,Gustavus Sidden,gsidden7b@edu.com,Portugal,No,Masculino,Soltero,Si,No,No,3.0
bgatch7c,kL2e~UA\(6oeK,Boyce Gatch,bgatch7c@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
aonn7d,zX6Sh)wJ,Allyn Onn,aonn7d@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
mjerrom7e,cX1x8TNOp_7<{=,Moises Jerrom,mjerrom7e@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
krudd7f,pM33$#TslD&e*.T,Karita Rudd,krudd7f@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
abullen7g,qF0M%M~d,Abner Bullen,abullen7g@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
njoskovitch7h,zO0s<VSip,Nicholas Joskovitch,njoskovitch7h@edu.com,Portugal,No,Masculino,Casado,No,No,No,0.0
fgallimore7i,kR6Mad$z,Fabien Gallimore,fgallimore7i@edu.com,Portugal,No,Masculino,Casado,No,No,Si,0.0
ekettleson7j,pR5JHD@3F\Mqv@,Eberto Kettleson,ekettleson7j@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,0.0
mblyth7k,jU0f#KfjeE/s7v,Melvyn Blyth,mblyth7k@edu.com,Portugal,No,Masculino,Casado,No,No,No,0.0
smacfarlane7l,kC0{8_Xrshc.6+,Skell MacFarlane,smacfarlane7l@edu.com,Portugal,No,Masculino,Casado,No,No,Si,0.0
mblowes7m,vP3W/<v0j03,Matthias Blowes,mblowes7m@edu.com,Portugal,No,Masculino,Casado,No,No,No,0.0
dkira7n,gT5xVl~/9o(,Damara Kira,dkira7n@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
sedmans7o,eA1SyH(gP|,Sigfried Edmans,sedmans7o@edu.com,Portugal,No,Masculino,Casado,No,No,No,4.0
ldecruse7p,cJ5Dco|4OP+xIyhz,Lyda Decruse,ldecruse7p@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,4.0
kpantry7q,zM3|GKby./,Kaylee Pantry,kpantry7q@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,4.0
mskocroft7r,kS8Q>W)BKIY#Q,Marillin Skocroft,mskocroft7r@edu.com,Portugal,No,Masculino,Casado,No,No,No,4.0
aisabell7s,nV3?3E0o}CAHj,Arvie Isabell,aisabell7s@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
ggiblin7t,vT4d>i17J<IzZIb,Giulio Giblin,ggiblin7t@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
sletchmore7u,oP1F0|mF&\@q,Skipton Letchmore,sletchmore7u@edu.com,Portugal,No,Masculino,Soltero,Si,No,No,0.0
isibbons7v,eG4aR\_+I&yS2,Ignaz Sibbons,isibbons7v@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
