nombreCurso,grupo,profesor,correoProfesor,nombreEstudiante,correoEstudiante,nota,periodo
Ingenieria y Sostenibilidad,1,Wilton Astbery,wastbery4k@edu.com,Georgina Rudolfer,grudolfermx@edu.com,0.6,2021-1
Ingenieria y Sostenibilidad,1,Wilton Astbery,wastbery4k@edu.com,Herrick Schwandermann,hschwandermannmy@edu.com,0.6,2021-1
Ingenieria y Sostenibilidad,1,Wilton Astbery,wastbery4k@edu.com,Ronald Mc Combe,rmcmz@edu.com,0.6,2021-1
Formacion Ciudadana II: Sociedad y Estado,1,Lara Entwistle,lentwistle2@edu.com,Towney Kempster,tkempstern0@edu.com,0.1,2021-1
Formacion Ciudadana II: Sociedad y Estado,1,Lara Entwistle,lentwistle2@edu.com,Jany Newham,jnewhamn1@edu.com,0.1,2021-1
Formacion Ciudadana II: Sociedad y Estado,1,Lara Entwistle,lentwistle2@edu.com,Gabrila Beswetherick,gbeswetherickn2@edu.com,0.1,2021-1
Formacion Ciudadana II: Sociedad y Estado,1,Lara Entwistle,lentwistle2@edu.com,Solly Overpool,soverpooln3@edu.com,0.1,2021-1
Electiva Libre I,3,Huntington Fincham,hfinchamc@edu.com,Gisela Sives,gsivesn4@edu.com,4.4,2023-1
Electiva Libre I,3,Huntington Fincham,hfinchamc@edu.com,Barney Martschke,bmartschken5@edu.com,4.4,2023-1
Electiva Libre I,3,Huntington Fincham,hfinchamc@edu.com,Callean Darnbrook,cdarnbrookn6@edu.com,4.4,2023-1
Electiva Libre I,3,Huntington Fincham,hfinchamc@edu.com,Morton Assante,massanten7@edu.com,4.4,2023-1
Almacenamiento de datos,2,Korry Meckiff,kmeckiff32@edu.com,Kristyn Ullyatt,kullyattn8@edu.com,1.9,2022-3
Almacenamiento de datos,2,Korry Meckiff,kmeckiff32@edu.com,Florentia Yearron,fyearronn9@edu.com,1.9,2022-3
Almacenamiento de datos,2,Korry Meckiff,kmeckiff32@edu.com,Cos Spiers,cspiersna@edu.com,1.9,2022-3
Almacenamiento de datos,2,Korry Meckiff,kmeckiff32@edu.com,Silvan Pinnion,spinnionnb@edu.com,1.9,2022-3
Estadistica y Probabilidad II,3,Waldemar Tandey,wtandey6@edu.com,Corie Drew,cdrewnc@edu.com,3.4,2021-1
Estadistica y Probabilidad II,3,Waldemar Tandey,wtandey6@edu.com,Trip Kunisch,tkunischnd@edu.com,3.4,2021-1
Estadistica y Probabilidad II,3,Waldemar Tandey,wtandey6@edu.com,Viva Mauger,vmaugerne@edu.com,3.4,2021-1
Estadistica y Probabilidad II,3,Waldemar Tandey,wtandey6@edu.com,Ali Marlen,amarlennf@edu.com,3.4,2021-1
Administracion para Ingenieros,2,Rani Aslen,raslen3d@edu.com,Jolee Kubasiewicz,jkubasiewiczng@edu.com,1.4,2022-1
Administracion para Ingenieros,2,Rani Aslen,raslen3d@edu.com,Diandra Wanka,dwankanh@edu.com,1.4,2022-1
Administracion para Ingenieros,2,Rani Aslen,raslen3d@edu.com,Tess Gosselin,tgosselinni@edu.com,1.4,2022-1
Administracion para Ingenieros,2,Rani Aslen,raslen3d@edu.com,Paulita Gatlin,pgatlinnj@edu.com,1.4,2022-1
Algebra lineal,1,Verile Summerell,vsummerell5g@edu.com,Augie Shearstone,ashearstonenk@edu.com,4.7,2023-3
Algebra lineal,1,Verile Summerell,vsummerell5g@edu.com,Betteanne Ewestace,bewestacenl@edu.com,4.7,2023-3
Algebra lineal,1,Verile Summerell,vsummerell5g@edu.com,Michelina Wakenshaw,mwakenshawnm@edu.com,4.7,2023-3
Algebra lineal,1,Verile Summerell,vsummerell5g@edu.com,Pansy Reinisch,preinischnn@edu.com,4.7,2023-3
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Dede Nolton,dnoltonno@edu.com,1.9,2022-3
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Tiena Rosewarne,trosewarnenp@edu.com,1.9,2022-3
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Norby Kyberd,nkyberdnq@edu.com,1.9,2022-3
Redes e Infraestructura,1,Roseann Fallowfield,rfallowfield4a@edu.com,Joycelin Littell,jlittellnr@edu.com,1.9,2022-3
Seminario de Ing. de Datos e IA,3,Libby Silveston,lsilvestony@edu.com,Marinna Meran,mmeranns@edu.com,4.6,2021-3
Seminario de Ing. de Datos e IA,3,Libby Silveston,lsilvestony@edu.com,Hewie Rodolfi,hrodolfint@edu.com,4.6,2021-3
Seminario de Ing. de Datos e IA,3,Libby Silveston,lsilvestony@edu.com,Eadie Benting,ebentingnu@edu.com,4.6,2021-3
Seminario de Ing. de Datos e IA,3,Libby Silveston,lsilvestony@edu.com,Colas Lievesley,clievesleynv@edu.com,4.6,2021-3
Formacion Ciudadana II: Sociedad y Estado,1,Lara Entwistle,lentwistle2@edu.com,Kit Rawlingson,krawlingsonnw@edu.com,0.2,2021-1
Formacion Ciudadana II: Sociedad y Estado,1,Lara Entwistle,lentwistle2@edu.com,Lin Valens-Smith,lvalenssmithnx@edu.com,0.2,2021-1
Formacion Ciudadana II: Sociedad y Estado,1,Lara Entwistle,lentwistle2@edu.com,Edmund Batchley,ebatchleyny@edu.com,0.2,2021-1
Formacion Ciudadana II: Sociedad y Estado,1,Lara Entwistle,lentwistle2@edu.com,Paulina Vallis,pvallisnz@edu.com,0.2,2021-1
Formacion Ciudadana III: Paz y Convivencia,1,Richard Dressel,rdressel2b@edu.com,Rodd Binder,rbindero0@edu.com,2.3,2023-3
Formacion Ciudadana III: Paz y Convivencia,1,Richard Dressel,rdressel2b@edu.com,Dawna Barbisch,dbarbischo1@edu.com,2.3,2023-3
Formacion Ciudadana III: Paz y Convivencia,1,Richard Dressel,rdressel2b@edu.com,Imogene Suston,isustono2@edu.com,2.3,2023-3
Formacion Ciudadana III: Paz y Convivencia,1,Richard Dressel,rdressel2b@edu.com,Mada Gorrick,mgorricko3@edu.com,2.3,2023-3
Electiva Profesional 5,3,Zenia Youle,zyoule52@edu.com,Malia Woosnam,mwoosnamo4@edu.com,3.4,2023-1
Electiva Profesional 5,3,Zenia Youle,zyoule52@edu.com,Evy Knappitt,eknappitto5@edu.com,3.4,2023-1
Electiva Profesional 5,3,Zenia Youle,zyoule52@edu.com,Marybeth Pipe,mpipeo6@edu.com,3.4,2023-1
Electiva Profesional 5,3,Zenia Youle,zyoule52@edu.com,Amy Breedy,abreedyo7@edu.com,3.4,2023-1
Electiva Libre I,2,Bernetta Bentinck,bbentinck43@edu.com,Zarah Ville,zvilleo8@edu.com,3.4,2021-1
Electiva Libre I,2,Bernetta Bentinck,bbentinck43@edu.com,Harbert Fenkel,hfenkelo9@edu.com,3.4,2021-1
Electiva Libre I,2,Bernetta Bentinck,bbentinck43@edu.com,Aaron Pead,apeadoa@edu.com,3.4,2021-1
Electiva Libre I,2,Bernetta Bentinck,bbentinck43@edu.com,Millie Malan,mmalanob@edu.com,3.4,2021-1
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Dorian Bjorkan,dbjorkan1j@edu.com,Evy Morrissey,emorrisseyoc@edu.com,2.6,2021-3
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Dorian Bjorkan,dbjorkan1j@edu.com,Myriam Aldin,maldinod@edu.com,2.6,2021-3
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Dorian Bjorkan,dbjorkan1j@edu.com,Irita Vinter,ivinteroe@edu.com,2.6,2021-3
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Dorian Bjorkan,dbjorkan1j@edu.com,Chrissy Garie,cgarieof@edu.com,2.6,2021-3
Estadistica y Probabilidad I,1,Babara Allsupp,ballsupp1i@edu.com,Clerissa Cockitt,ccockittog@edu.com,4.4,2022-3
Estadistica y Probabilidad I,1,Babara Allsupp,ballsupp1i@edu.com,Juli Perri,jperrioh@edu.com,4.4,2022-3
Estadistica y Probabilidad I,1,Babara Allsupp,ballsupp1i@edu.com,Bertrand Hassall,bhassalloi@edu.com,4.4,2022-3
Estadistica y Probabilidad I,1,Babara Allsupp,ballsupp1i@edu.com,Margaretha Newman,mnewmanoj@edu.com,4.4,2022-3
Sistemas Operativos,3,Tanitansy Dwine,tdwine20@edu.com,Ellary Quaif,equaifok@edu.com,2.2,2022-1
Sistemas Operativos,3,Tanitansy Dwine,tdwine20@edu.com,Maurita Faire,mfaireol@edu.com,2.2,2022-1
Sistemas Operativos,3,Tanitansy Dwine,tdwine20@edu.com,Jania Torbeck,jtorbeckom@edu.com,2.2,2022-1
Sistemas Operativos,3,Tanitansy Dwine,tdwine20@edu.com,Cherice Simecek,csimecekon@edu.com,2.2,2022-1
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Corrinne Zannotti,czannottioo@edu.com,0.3,2023-3
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Mellicent Candey,mcandeyop@edu.com,0.3,2023-3
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Cecilius Trethewey,ctretheweyoq@edu.com,0.3,2023-3
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Lindie Bess,lbessor@edu.com,0.3,2023-3
Logica y Matematica Discreta,3,Wandis Woodruffe,wwoodruffe59@edu.com,Leonid Deverille,ldeverilleos@edu.com,2.9,2023-1
Logica y Matematica Discreta,3,Wandis Woodruffe,wwoodruffe59@edu.com,Dianne Gautrey,dgautreyot@edu.com,2.9,2023-1
Logica y Matematica Discreta,3,Wandis Woodruffe,wwoodruffe59@edu.com,Jerry Flanigan,jflaniganou@edu.com,2.9,2023-1
Logica y Matematica Discreta,3,Wandis Woodruffe,wwoodruffe59@edu.com,Josie Wilson,jwilsonov@edu.com,2.9,2023-1
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Edwina Hodgon,ehodgonow@edu.com,1.8,2023-3
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Elga Dellar,edellarox@edu.com,1.8,2023-3
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Pablo Brandreth,pbrandrethoy@edu.com,1.8,2023-3
Seguridad de la Informacion,3,Theda Petrazzi,tpetrazzi3s@edu.com,Halli Storrie,hstorrieoz@edu.com,1.8,2023-3
Algebra lineal,2,Cornie Renneke,crenneke4g@edu.com,Ronny Faltin,rfaltinp0@edu.com,3.0,2021-3
Algebra lineal,2,Cornie Renneke,crenneke4g@edu.com,Garold Aiton,gaitonp1@edu.com,3.0,2021-3
Algebra lineal,2,Cornie Renneke,crenneke4g@edu.com,Tabbi Lanston,tlanstonp2@edu.com,3.0,2021-3
Algebra lineal,2,Cornie Renneke,crenneke4g@edu.com,Datha Romayn,dromaynp3@edu.com,3.0,2021-3
Transformacion y Carga),3,Odessa Scotchbourouge,oscotchbourouge1r@edu.com,Ketty Fibbit,kfibbitp4@edu.com,2.5,2023-3
Transformacion y Carga),3,Odessa Scotchbourouge,oscotchbourouge1r@edu.com,Jim Topper,jtopperp5@edu.com,2.5,2023-3
Transformacion y Carga),3,Odessa Scotchbourouge,oscotchbourouge1r@edu.com,Ryun Mussotti,rmussottip6@edu.com,2.5,2023-3
Transformacion y Carga),3,Odessa Scotchbourouge,oscotchbourouge1r@edu.com,Suellen Southwell,ssouthwellp7@edu.com,2.5,2023-3
Estadistica y Probabilidad II,1,Tabitha Edgcombe,tedgcombee@edu.com,Flossy Kahler,fkahlerp8@edu.com,0.2,2021-1
Estadistica y Probabilidad II,1,Tabitha Edgcombe,tedgcombee@edu.com,Albertine Currum,acurrump9@edu.com,0.2,2021-1
Estadistica y Probabilidad II,1,Tabitha Edgcombe,tedgcombee@edu.com,Christiano OMullally,comullallypa@edu.com,0.2,2021-1
Estadistica y Probabilidad II,1,Tabitha Edgcombe,tedgcombee@edu.com,Ardath Goeff,agoeffpb@edu.com,0.2,2021-1
Ingles 3,3,Kathy Hake,khake1u@edu.com,Sanson Scroyton,sscroytonpc@edu.com,4.0,2023-3
Ingles 3,3,Kathy Hake,khake1u@edu.com,Maddie Savory,msavorypd@edu.com,4.0,2023-3
Ingles 3,3,Kathy Hake,khake1u@edu.com,Velma McFarlane,vmcfarlanepe@edu.com,4.0,2023-3
Ingles 3,3,Kathy Hake,khake1u@edu.com,Dasya Beauman,dbeaumanpf@edu.com,4.0,2023-3
Electiva de  Ciencias Sociales,2,Melinda Stancliffe,mstancliffe3g@edu.com,Corby Peat,cpeatpg@edu.com,1.8,2023-3
Electiva de  Ciencias Sociales,2,Melinda Stancliffe,mstancliffe3g@edu.com,Wendye Ryle,wryleph@edu.com,1.8,2023-3
Electiva de  Ciencias Sociales,2,Melinda Stancliffe,mstancliffe3g@edu.com,Shawna Botten,sbottenpi@edu.com,1.8,2023-3
Electiva de  Ciencias Sociales,2,Melinda Stancliffe,mstancliffe3g@edu.com,Millard Strachan,mstrachanpj@edu.com,1.8,2023-3
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Caty MacAnellye,cmacanellyepk@edu.com,0.8,2023-1
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Faythe Littrick,flittrickpl@edu.com,0.8,2023-1
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Inna Abramof,iabramofpm@edu.com,0.8,2023-1
Calculo 1,2,Del Gayton,dgayton4u@edu.com,Dionisio Joul,djoulpn@edu.com,0.8,2023-1
Innovacion y Emprendimiento,1,Isabelle Leas,ileas1v@edu.com,Ninette Molian,nmolianpo@edu.com,0.5,2021-1
Innovacion y Emprendimiento,1,Isabelle Leas,ileas1v@edu.com,Regan Windley,rwindleypp@edu.com,0.5,2021-1
Innovacion y Emprendimiento,1,Isabelle Leas,ileas1v@edu.com,Leeland Eede,leedepq@edu.com,0.5,2021-1
Innovacion y Emprendimiento,1,Isabelle Leas,ileas1v@edu.com,Merill Bonnar,mbonnarpr@edu.com,0.5,2021-1
Ingles 5,1,Rozina Yurocjkin,ryurocjkin47@edu.com,Tristan Paver,tpaverps@edu.com,4.8,2023-3
Ingles 5,1,Rozina Yurocjkin,ryurocjkin47@edu.com,Jillene Spratling,jspratlingpt@edu.com,4.8,2023-3
Ingles 5,1,Rozina Yurocjkin,ryurocjkin47@edu.com,Granville Kays,gkayspu@edu.com,4.8,2023-3
Ingles 5,1,Rozina Yurocjkin,ryurocjkin47@edu.com,Evelin Thundercliffe,ethundercliffepv@edu.com,4.8,2023-3
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Carlie Lawrey,clawreypw@edu.com,2.3,2021-1
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Bartram Wilbraham,bwilbrahampx@edu.com,2.3,2021-1
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Kevon Eccleston,kecclestonpy@edu.com,2.3,2021-1
Algebra lineal,3,Reeba Speaks,rspeaks2r@edu.com,Dorene Dreamer,ddreamerpz@edu.com,2.3,2021-1
Transformacion y Carga),3,Odessa Scotchbourouge,oscotchbourouge1r@edu.com,Emili Wardington,ewardingtonq0@edu.com,1.8,2021-1
Transformacion y Carga),3,Odessa Scotchbourouge,oscotchbourouge1r@edu.com,Berry Carnew,bcarnewq1@edu.com,1.8,2021-1
Transformacion y Carga),3,Odessa Scotchbourouge,oscotchbourouge1r@edu.com,Venita Deppen,vdeppenq2@edu.com,1.8,2021-1
Transformacion y Carga),3,Odessa Scotchbourouge,oscotchbourouge1r@edu.com,Jemima Dorro,jdorroq3@edu.com,1.8,2021-1
Formacion Ciudadana I : Identidades y Pluralismo,3,Bartholemy Pavese,bpavese2x@edu.com,Waiter Dodswell,wdodswellq4@edu.com,3.4,2022-1
Formacion Ciudadana I : Identidades y Pluralismo,3,Bartholemy Pavese,bpavese2x@edu.com,Wandis Snowding,wsnowdingq5@edu.com,3.4,2022-1
Formacion Ciudadana I : Identidades y Pluralismo,3,Bartholemy Pavese,bpavese2x@edu.com,Guthrie Evans,gevansq6@edu.com,3.4,2022-1
Formacion Ciudadana I : Identidades y Pluralismo,3,Bartholemy Pavese,bpavese2x@edu.com,Stephenie Naris,snarisq7@edu.com,3.4,2022-1
Calculo 2,2,Tanitansy Dwine,tdwine20@edu.com,Stephenie Robichon,srobichonq8@edu.com,4.7,2023-3
Calculo 2,2,Tanitansy Dwine,tdwine20@edu.com,Emiline Drury,edruryq9@edu.com,4.7,2023-3
Calculo 2,2,Tanitansy Dwine,tdwine20@edu.com,Janot Rowling,jrowlingqa@edu.com,4.7,2023-3
Calculo 2,2,Tanitansy Dwine,tdwine20@edu.com,Hildegaard Giffen,hgiffenqb@edu.com,4.7,2023-3
Estadistica y Probabilidad II,2,Pen Withrop,pwithrop2w@edu.com,Solly Hoffner,shoffnerqc@edu.com,1.4,2022-3
Estadistica y Probabilidad II,2,Pen Withrop,pwithrop2w@edu.com,Nelson Sammut,nsammutqd@edu.com,1.4,2022-3
Estadistica y Probabilidad II,2,Pen Withrop,pwithrop2w@edu.com,Hector Garrish,hgarrishqe@edu.com,1.4,2022-3
Estadistica y Probabilidad II,2,Pen Withrop,pwithrop2w@edu.com,Ronny Stanton,rstantonqf@edu.com,1.4,2022-3
Calculo 2,3,Piper Sieghard,psieghard2z@edu.com,Gates Cardenas,gcardenasqg@edu.com,3.6,2021-1
Calculo 2,3,Piper Sieghard,psieghard2z@edu.com,Herbert Rodriguez,hrodriguezqh@edu.com,3.6,2021-1
Calculo 2,3,Piper Sieghard,psieghard2z@edu.com,Lauritz Towers,ltowersqi@edu.com,3.6,2021-1
Calculo 2,3,Piper Sieghard,psieghard2z@edu.com,Lesley Picard,lpicardqj@edu.com,3.6,2021-1
Electiva Profesional 2,2,Levon Gouth,lgouth3f@edu.com,Seymour Shearman,sshearmanqk@edu.com,1.7,2022-3
Electiva Profesional 2,2,Levon Gouth,lgouth3f@edu.com,Harcourt Letham,hlethamql@edu.com,1.7,2022-3
Electiva Profesional 2,2,Levon Gouth,lgouth3f@edu.com,Melony Torrecilla,mtorrecillaqm@edu.com,1.7,2022-3
Electiva Profesional 2,2,Levon Gouth,lgouth3f@edu.com,Camila Culshew,cculshewqn@edu.com,1.7,2022-3
Administracion para Ingenieros,2,Rani Aslen,raslen3d@edu.com,Gwenette McGrouther,gmcgroutherqo@edu.com,2.3,2021-3
Administracion para Ingenieros,2,Rani Aslen,raslen3d@edu.com,Bellanca Claughton,bclaughtonqp@edu.com,2.3,2021-3
Administracion para Ingenieros,2,Rani Aslen,raslen3d@edu.com,Romola Gunningham,rgunninghamqq@edu.com,2.3,2021-3
Administracion para Ingenieros,2,Rani Aslen,raslen3d@edu.com,Benedick Farleigh,bfarleighqr@edu.com,2.3,2021-3
Ingles 5,3,Zenia Youle,zyoule52@edu.com,Dominica Smidmoor,dsmidmoorqs@edu.com,3.3,2021-1
Ingles 5,3,Zenia Youle,zyoule52@edu.com,Jania Truin,jtruinqt@edu.com,3.3,2021-1
Ingles 5,3,Zenia Youle,zyoule52@edu.com,Ivan Scrancher,iscrancherqu@edu.com,3.3,2021-1
Ingles 5,3,Zenia Youle,zyoule52@edu.com,Renate Lissandri,rlissandriqv@edu.com,3.3,2021-1
Ingles 3,2,Sigmund Lowndsbrough,slowndsbrough3v@edu.com,Belva Dumphries,bdumphriesqw@edu.com,3.4,2021-3
Ingles 3,2,Sigmund Lowndsbrough,slowndsbrough3v@edu.com,Chad Deighton,cdeightonqx@edu.com,3.4,2021-3
Ingles 3,2,Sigmund Lowndsbrough,slowndsbrough3v@edu.com,Tallou Hawkett,thawkettqy@edu.com,3.4,2021-3
Ingles 3,2,Sigmund Lowndsbrough,slowndsbrough3v@edu.com,Ronda Furzey,rfurzeyqz@edu.com,3.4,2021-3
Ingles 4,3,Lenka Do Rosario,ldo5a@edu.com,Freddie Polak,fpolakr0@edu.com,1.8,2022-1
Ingles 4,3,Lenka Do Rosario,ldo5a@edu.com,Marijn Masden,mmasdenr1@edu.com,1.8,2022-1
Ingles 4,3,Lenka Do Rosario,ldo5a@edu.com,Stefanie Folbigg,sfolbiggr2@edu.com,1.8,2022-1
Ingles 4,3,Lenka Do Rosario,ldo5a@edu.com,Jared Thoma,jthomar3@edu.com,1.8,2022-1
Electiva de  Ciencias Sociales,3,Bridgette O' Hanvey,bo4c@edu.com,Meggy Armfirld,marmfirldr4@edu.com,0.0,2023-3
Electiva de  Ciencias Sociales,3,Bridgette O' Hanvey,bo4c@edu.com,Leonelle Maskrey,lmaskreyr5@edu.com,0.0,2023-3
Electiva de  Ciencias Sociales,3,Bridgette O' Hanvey,bo4c@edu.com,Amos Everex,aeverexr6@edu.com,0.0,2023-3
Electiva de  Ciencias Sociales,3,Bridgette O' Hanvey,bo4c@edu.com,Rhys Ridout,rridoutr7@edu.com,0.0,2023-3
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Craggy Ensor,censor38@edu.com,Ilaire Febre,ifebrer8@edu.com,2.9,2022-1
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Craggy Ensor,censor38@edu.com,Gib Dallinder,gdallinderr9@edu.com,2.9,2022-1
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Craggy Ensor,censor38@edu.com,Aaren Give,agivera@edu.com,2.9,2022-1
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Craggy Ensor,censor38@edu.com,Earlie Batrim,ebatrimrb@edu.com,2.9,2022-1
Calculo 1,1,Johan Learmond,jlearmond5@edu.com,Malissia Monkeman,mmonkemanrc@edu.com,3.8,2022-1
Calculo 1,1,Johan Learmond,jlearmond5@edu.com,Susie Thomassin,sthomassinrd@edu.com,3.8,2022-1
Calculo 1,1,Johan Learmond,jlearmond5@edu.com,Jens Kitto,jkittore@edu.com,3.8,2022-1
Calculo 1,1,Johan Learmond,jlearmond5@edu.com,Willis Margerison,wmargerisonrf@edu.com,3.8,2022-1
Matematicas Fundamentales,1,Melba O'Leary,moleary40@edu.com,Kiersten Tambling,ktamblingrg@edu.com,2.2,2022-1
Matematicas Fundamentales,1,Melba O'Leary,moleary40@edu.com,Pearle Gadman,pgadmanrh@edu.com,2.2,2022-1
Matematicas Fundamentales,1,Melba O'Leary,moleary40@edu.com,Ramona Oldershaw,roldershawri@edu.com,2.2,2022-1
Matematicas Fundamentales,1,Melba O'Leary,moleary40@edu.com,Sherilyn Scartifield,sscartifieldrj@edu.com,2.2,2022-1
Estadistica y Probabilidad I,1,Babara Allsupp,ballsupp1i@edu.com,Phelia Rathke,prathkerk@edu.com,2.5,2021-3
Estadistica y Probabilidad I,1,Babara Allsupp,ballsupp1i@edu.com,Grier Prantl,gprantlrl@edu.com,2.5,2021-3
Estadistica y Probabilidad I,1,Babara Allsupp,ballsupp1i@edu.com,Bree Cavolini,bcavolinirm@edu.com,2.5,2021-3
Estadistica y Probabilidad I,1,Babara Allsupp,ballsupp1i@edu.com,Misty Ahrens,mahrensrn@edu.com,2.5,2021-3
Inteligencia Artificial,1,Nolie Antonsson,nantonsson2a@edu.com,Burl Tregea,btregearo@edu.com,0.6,2022-1
Inteligencia Artificial,1,Nolie Antonsson,nantonsson2a@edu.com,Kathlin Kemp,kkemprp@edu.com,0.6,2022-1
Inteligencia Artificial,1,Nolie Antonsson,nantonsson2a@edu.com,Marylee Peart,mpeartrq@edu.com,0.6,2022-1
Inteligencia Artificial,1,Nolie Antonsson,nantonsson2a@edu.com,Mikaela Massei,mmasseirr@edu.com,0.6,2022-1
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Moss Combe,mcombe0@edu.com,1.9,2022-1
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Mufinella Hainey,mhainey1@edu.com,1.9,2022-1
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Jeanine Busfield,jbusfield2@edu.com,1.9,2022-1
Electiva profesional 4,2,Nalani Jeacock,njeacock4j@edu.com,Ody Rigge,origge3@edu.com,1.9,2022-1
Electiva Profesional 3,1,Reeba Speaks,rspeaks2r@edu.com,Lorinda Smee,lsmee4@edu.com,3.7,2023-1
Electiva Profesional 3,1,Reeba Speaks,rspeaks2r@edu.com,Melvyn Floyd,mfloyd5@edu.com,3.7,2023-1
Electiva Profesional 3,1,Reeba Speaks,rspeaks2r@edu.com,Preston Tarbet,ptarbet6@edu.com,3.7,2023-1
Electiva Profesional 3,1,Reeba Speaks,rspeaks2r@edu.com,Wilburt Aggiss,waggiss7@edu.com,3.7,2023-1
Estadistica y Probabilidad II,2,Pen Withrop,pwithrop2w@edu.com,Karlotte Gilburt,kgilburt8@edu.com,2.5,2022-3
Estadistica y Probabilidad II,2,Pen Withrop,pwithrop2w@edu.com,Way Whetnell,wwhetnell9@edu.com,2.5,2022-3
Estadistica y Probabilidad II,2,Pen Withrop,pwithrop2w@edu.com,Titos Rontsch,trontscha@edu.com,2.5,2022-3
Estadistica y Probabilidad II,2,Pen Withrop,pwithrop2w@edu.com,Marrissa Finker,mfinkerb@edu.com,2.5,2022-3
Ingles 2,1,Edith Foro,eforox@edu.com,Stacee OHallihane,sohallihanec@edu.com,1.8,2023-3
Ingles 2,1,Edith Foro,eforox@edu.com,Vi Lasselle,vlasselled@edu.com,1.8,2023-3
Ingles 2,1,Edith Foro,eforox@edu.com,Vonny McReedy,vmcreedye@edu.com,1.8,2023-3
Ingles 2,1,Edith Foro,eforox@edu.com,Sally Turl,sturlf@edu.com,1.8,2023-3
Electiva Profesional 2,2,Levon Gouth,lgouth3f@edu.com,Zollie Colomb,zcolombg@edu.com,0.5,2023-3
Electiva Profesional 2,2,Levon Gouth,lgouth3f@edu.com,Basile Riby,bribyh@edu.com,0.5,2023-3
Electiva Profesional 2,2,Levon Gouth,lgouth3f@edu.com,Elwood Thirlwell,ethirlwelli@edu.com,0.5,2023-3
Electiva Profesional 2,2,Levon Gouth,lgouth3f@edu.com,Reinald Michell,rmichellj@edu.com,0.5,2023-3
Electiva de Lectura y Escritura,3,Claudian Plews,cplews4l@edu.com,Alasteir Manuelli,amanuellik@edu.com,0.6,2023-3
Electiva de Lectura y Escritura,3,Claudian Plews,cplews4l@edu.com,Wren By,wbyl@edu.com,0.6,2023-3
Electiva de Lectura y Escritura,3,Claudian Plews,cplews4l@edu.com,Bryna Kleinerman,bkleinermanm@edu.com,0.6,2023-3
Electiva de Lectura y Escritura,3,Claudian Plews,cplews4l@edu.com,Oriana Jorio,ojorion@edu.com,0.6,2023-3
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Babara Allsupp,ballsupp1i@edu.com,Perle Klimpt,pklimpto@edu.com,1.0,2023-3
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Babara Allsupp,ballsupp1i@edu.com,Evered Carus,ecarusp@edu.com,1.0,2023-3
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Babara Allsupp,ballsupp1i@edu.com,Minette Autin,mautinq@edu.com,1.0,2023-3
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Babara Allsupp,ballsupp1i@edu.com,Andra Milazzo,amilazzor@edu.com,1.0,2023-3
Ingles 1,3,Garv Forde,gforde53@edu.com,Janella Collelton,jcolleltons@edu.com,3.3,2021-3
Ingles 1,3,Garv Forde,gforde53@edu.com,Verena Parmby,vparmbyt@edu.com,3.3,2021-3
Ingles 1,3,Garv Forde,gforde53@edu.com,Hestia Durran,hdurranu@edu.com,3.3,2021-3
Ingles 1,3,Garv Forde,gforde53@edu.com,Erika Delucia,edeluciav@edu.com,3.3,2021-3
Electiva de  Ciencias Sociales,1,Elaina Baumler,ebaumler9@edu.com,Thatch Giovanni,tgiovanniw@edu.com,1.2,2022-3
Electiva de  Ciencias Sociales,1,Elaina Baumler,ebaumler9@edu.com,Cornelia Southeran,csoutheranx@edu.com,1.2,2022-3
